"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","11/753","43/3051",0.504150666069172,0.999997858892883,0.901752455212179,"3720/463/4089/3480/5605/6932/7994/6929/1432/4609/1499",11
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","29/753","116/3051",0.50445234108291,0.999997858892883,0.901752455212179,"4689/4318/637/3665/6348/5578/948/9619/6352/3553/958/8743/19/5534/7494/3304/3661/1536/653361/3329/929/4067/3310/7132/22926/7097/834/1432/356",29
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","9/753","35/3051",0.508494482460722,0.999997858892883,0.901752455212179,"71/2017/7414/1211/3688/26052/10097/1499/10092",9
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","55/753","222/3051",0.514072363812986,0.999997858892883,0.901752455212179,"1438/10928/10161/4318/9252/637/3460/1612/2788/5578/2034/7039/4089/8031/1436/2323/51176/8030/54583/54331/6667/3560/5371/4149/3480/7704/5732/1488/3688/5605/5727/3566/6932/23401/1285/8648/2768/6773/2791/23604/1050/1871/6772/4853/23462/4609/7048/1499/6775/6513/356/2948/2944/2947/2946",55
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","6/753","23/3051",0.517580883802048,0.999997858892883,0.901752455212179,"948/51703/2710/2171/2180/51",6
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","6/753","23/3051",0.517580883802048,0.999997858892883,0.901752455212179,"1471/5578/4069/683/481/493",6
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","18/753","72/3051",0.520825729708431,0.999997858892883,0.901752455212179,"948/100133941/3988/19/5175/5777/55423/140885/102/5732/89790/5605/6446/383/834/1524/1432/6513",18
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","4/753","15/3051",0.527422426423798,0.999997858892883,0.901752455212179,"847/1892/217/8564",4
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","4/753","15/3051",0.527422426423798,0.999997858892883,0.901752455212179,"23327/5578/6446/481",4
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","11/753","44/3051",0.538801202471584,0.999997858892883,0.901752455212179,"71/3689/4089/5521/51176/6932/5516/1453/4609/7048/1499",11
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","11/753","44/3051",0.538801202471584,0.999997858892883,0.901752455212179,"51082/57506/3665/6351/6352/3553/3661/834/3428/103/9447",11
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","20/753","81/3051",0.542767303831417,0.999997858892883,0.901752455212179,"10379/637/3460/5836/3553/8743/2746/5478/1536/292/5610/7416/6773/7132/834/6772/2512/2495/6775/356",20
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","16/753","65/3051",0.553403964163553,0.999997858892883,0.901752455212179,"9663/3553/23765/3661/51176/929/6932/719/6434/7132/51/217/1432/10645/1499/356",16
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","7/753","28/3051",0.55719756449884,0.999997858892883,0.901752455212179,"1329/4635/9377/7168/7171/481/7388",7
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","22/753","90/3051",0.562509831650164,0.999997858892883,0.901752455212179,"71/2017/4318/7074/22800/5578/5329/1514/5058/5777/10855/288/3480/3688/5605/5727/7097/1432/4609/1499/356/4660",22
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","6/753","24/3051",0.564049171593027,0.999997858892883,0.901752455212179,"3939/4190/84245/26227/2729/3945",6
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","29/753","119/3051",0.568314801346598,0.999997858892883,0.901752455212179,"9252/22800/5578/80310/7039/3553/1436/5058/5534/6197/2323/3304/929/4149/3480/3310/5605/8569/51295/2768/7132/1845/1848/1432/9448/4609/7048/7867/356",29
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","4/753","16/3051",0.583846795373363,0.999997858892883,0.901752455212179,"5243/760/481/6513",4
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","13/753","54/3051",0.594260675247775,0.999997858892883,0.901752455212179,"71/81027/84516/10376/7280/59/3796/4635/7846/7168/4542/7171/23095",13
"hsa00770","Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/753","12/3051",0.599732745570796,0.999997858892883,0.901752455212179,"8876/8875/217",3
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","30/753","125/3051",0.606688254815449,0.999997858892883,0.901752455212179,"637/3588/9586/6348/6351/2788/5578/6352/3553/5534/3133/3135/3661/6890/6891/3107/54331/6667/5732/5605/1230/1232/2768/7132/2791/1871/1432/4609/1499/356",30
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","6/753","25/3051",0.608260823009617,0.999997858892883,0.901752455212179,"5578/4067/3480/5605/2768/5516",6
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","34/753","142/3051",0.61566315278268,0.999997858892883,0.901752455212179,"10379/4599/4600/9586/3695/4242/5521/3133/3135/3661/3659/3107/155066/5663/1298/5610/3688/528/5605/6932/533/3676/1285/6773/7132/5516/9636/8638/6772/4853/23462/84441/1499/356",34
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","20/753","84/3051",0.616794418978664,0.999997858892883,0.901752455212179,"2887/5578/79899/9663/201163/51256/107080638/6197/55615/96459/3480/528/55437/5605/10542/253260/7132/6446/58528/9470",20
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","8/753","34/3051",0.627777976286694,0.999997858892883,0.901752455212179,"81027/5578/80310/10376/7280/5605/1453/7846",8
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","23/753","97/3051",0.628351379825338,0.999997858892883,0.901752455212179,"71/28984/8874/23191/3689/7074/3695/22800/7414/80310/3684/5058/3985/2934/8395/3688/5605/3676/2768/3071/10097/10092/4660",23
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","4/753","17/3051",0.636153922954133,0.999997858892883,0.901752455212179,"6303/51056/383/217",4
"hsa04930","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","4/753","17/3051",0.636153922954133,0.999997858892883,0.901752455212179,"3098/3101/5580/3099",4
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","7/753","30/3051",0.637821716107178,0.999997858892883,0.901752455212179,"5578/683/1359/8766/760/481/493",7
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","14/753","60/3051",0.645816071838584,0.999997858892883,0.901752455212179,"1438/9466/10379/3588/3460/2273/5777/3560/3566/50615/6773/6772/4609/6775",14
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","13/753","56/3051",0.652160448790829,0.999997858892883,0.901752455212179,"10800/5578/80310/7039/10105/5724/57118/5534/292/5026/7416/3707/493",13
"hsa04740","Organismal Systems","Sensory system","hsa04740","Olfactory transduction","3/753","13/3051",0.658151209059767,0.999997858892883,0.901752455212179,"2788/123041/83988",3
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","5/753","22/3051",0.664797086880374,0.999997858892883,0.901752455212179,"9342/10490/8676/10791/9341",5
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","7/753","31/3051",0.674787911670452,0.999997858892883,0.901752455212179,"71/23480/5578/155066/10952/528/533",7
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","21/753","91/3051",0.68011964277735,0.999997858892883,0.901752455212179,"7074/3055/6348/6351/2788/6352/5058/54331/653361/5197/6374/4067/1230/1232/6773/2791/5473/5580/1524/6772/1236",21
"hsa03050","Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","9/753","40/3051",0.685248121289867,0.999997858892883,0.901752455212179,"5721/5690/5701/5696/5698/5699/23198/5715/5682",9
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","18/753","79/3051",0.695746919259026,0.999997858892883,0.901752455212179,"71/29780/7791/3695/5578/7414/80310/5058/64098/8395/3480/1298/2889/3688/3676/1285/1499/4660",18
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","8/753","36/3051",0.696387371657321,0.999997858892883,0.901752455212179,"5578/133/59/800/5605/2768/5580/4660",8
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","8/753","36/3051",0.696387371657321,0.999997858892883,0.901752455212179,"57506/3665/57169/3661/9636/64135/1432/103",8
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","17/753","75/3051",0.701644097198592,0.999997858892883,0.901752455212179,"71/5578/7039/4089/51176/3480/5605/6932/23401/1871/4609/7048/1499/2948/2944/2947/2946",17
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","5/753","23/3051",0.705690476624352,0.999997858892883,0.901752455212179,"1892/51703/2180/51/217",5
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","3/753","14/3051",0.710147102830069,0.999997858892883,0.901752455212179,"155066/760/528",3
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","19/753","84/3051",0.711681340595357,0.999997858892883,0.901752455212179,"71/8874/8935/3553/6197/3661/8395/3688/5605/9815/3676/834/58484/1432/926/925/10097/10092/2212",19
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","6/753","28/3051",0.724550622983202,0.999997858892883,0.901752455212179,"11282/746/1650/8703/2683/57134",6
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","6/753","28/3051",0.724550622983202,0.999997858892883,0.901752455212179,"9252/2788/5578/54331/2791/8864",6
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","4/753","19/3051",0.72721687209439,0.999997858892883,0.901752455212179,"8553/6095/1453/8864",4
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","12/753","55/3051",0.738606352934003,0.999997858892883,0.901752455212179,"9586/29904/948/2203/5521/5209/5214/3480/1938/55437/5516/10645",12
"hsa04727","Organismal Systems","Nervous system","hsa04727","GABAergic synapse","5/753","24/3051",0.742964504264175,0.999997858892883,0.901752455212179,"2788/5578/54331/66008/2791",5
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","5/753","24/3051",0.742964504264175,0.999997858892883,0.901752455212179,"821/9586/5578/2876/481",5
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","9/753","42/3051",0.743749210859417,0.999997858892883,0.901752455212179,"5578/3553/4089/1536/1285/5580/1432/6772/7048",9
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","11/753","51/3051",0.748057820219842,0.999997858892883,0.901752455212179,"9252/9586/5578/5521/4635/5516/1432/7168/7171/481/493",11
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","13/753","60/3051",0.75325436392852,0.999997858892883,0.901752455212179,"56894/10161/22800/5578/80310/1606/27128/8395/2207/5605/2768/6850/26052",13
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","3/753","15/3051",0.755828271931636,0.999997858892883,0.901752455212179,"8705/9488/5279",3
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","3/753","15/3051",0.755828271931636,0.999997858892883,0.901752455212179,"6472/1719/4524",3
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","8/753","38/3051",0.756347170109069,0.999997858892883,0.901752455212179,"7027/4089/6667/5516/9611/4609/2014/7048",8
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","10/753","47/3051",0.758474749823852,0.999997858892883,0.901752455212179,"9935/9586/5578/860/4666/6667/2768/6446/27347/64386",10
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","10/753","47/3051",0.758474749823852,0.999997858892883,0.901752455212179,"4089/5243/51176/5605/6932/23401/1871/4609/7048/1499",10
"hsa04911","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","4/753","20/3051",0.765868487845155,0.999997858892883,0.901752455212179,"9586/5578/481/6513",4
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","9/753","43/3051",0.770039138320673,0.999997858892883,0.901752455212179,"847/25824/51703/5190/1384/2180/55711/5052/51",9
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","9/753","43/3051",0.770039138320673,0.999997858892883,0.901752455212179,"6352/5058/155066/4067/102/528/533/83700/1432",9
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","28/753","126/3051",0.773978012002155,0.999997858892883,0.901752455212179,"10161/9586/3695/2788/5578/80310/7039/1436/5521/2323/54331/3560/3480/1298/3688/5605/3566/3676/1285/2791/5516/6446/6850/7097/9470/117145/4609/356",28
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","5/753","25/3051",0.776640424577815,0.999997858892883,0.901752455212179,"1892/51703/5538/2180/51",5
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","14/753","66/3051",0.787126186278161,0.999997858892883,0.901752455212179,"71/2017/7074/23327/10376/5521/3688/911/83700/5516/7846/10097/10092/912",14
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","14/753","66/3051",0.787126186278161,0.999997858892883,0.901752455212179,"71/5578/10025/5214/5605/8648/9611/5469/6772/4853/4609/1499/481/6513",14
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","6/753","30/3051",0.787319543144197,0.999997858892883,0.901752455212179,"9586/5578/57118/25865/481/493",6
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","11/753","53/3051",0.794144094196657,0.999997858892883,0.901752455212179,"4318/9586/2788/5578/54331/59/5605/1285/2791/1432/7048",11
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","9/753","44/3051",0.794349330362925,0.999997858892883,0.901752455212179,"4318/6667/3480/5605/9611/5469/1871/1432/4853",9
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","3/753","16/3051",0.795516304983546,0.999997858892883,0.901752455212179,"2203/5214/22934",3
"hsa00100","Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","2/753","11/3051",0.796729761264297,0.999997858892883,0.901752455212179,"2222/3988",2
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","2/753","11/3051",0.796729761264297,0.999997858892883,0.901752455212179,"3480/8644",2
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","12/753","58/3051",0.80485168623487,0.999997858892883,0.901752455212179,"5578/23002/4089/5534/51176/5663/1488/6932/23401/7090/4609/1499",12
"hsa04971","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","5/753","26/3051",0.806820824002826,0.999997858892883,0.901752455212179,"71/5578/3759/760/481",5
"hsa03250","Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","8/753","40/3051",0.807418002566437,0.999997858892883,0.901752455212179,"4599/4600/9638/200315/100913187/5478/684/85363",8
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","8/753","40/3051",0.807418002566437,0.999997858892883,0.901752455212179,"3939/9586/5836/5534/2203/5214/3945/6513",8
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","33/753","150/3051",0.809098694137443,0.999997858892883,0.901752455212179,"27131/23327/868/119016/3133/3135/3304/27128/30011/3107/3560/8395/5371/84440/3480/8766/1211/3310/9815/8724/2352/9135/30844/1175/23527/116987/26052/10097/274/7048/26056/10092/51100",33
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","11/753","54/3051",0.814761784096841,0.999997858892883,0.901752455212179,"4318/9586/80310/7039/51176/3480/5605/6932/7850/1871/1499",11
"hsa00562","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","7/753","36/3051",0.822046463481059,0.999997858892883,0.901752455212179,"3613/3635/7167/4329/8395/3707/3631",7
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","7/753","36/3051",0.822046463481059,0.999997858892883,0.901752455212179,"5578/3553/239/2150/5732/5580/1432",7
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","6/753","32/3051",0.8385634556817,0.999997858892883,0.901752455212179,"2788/5578/5742/54331/239/2791",6
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","15/753","74/3051",0.848320972351335,0.999997858892883,0.901752455212179,"71/3689/7074/5578/80310/1436/3684/25865/3480/2889/3688/5605/2357/1432/1499",15
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","8/753","42/3051",0.849932287008304,0.999997858892883,0.901752455212179,"5578/80310/56994/1606/6583/6667/8395/5605",8
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","4/753","23/3051",0.856379069005371,0.999997858892883,0.901752455212179,"80310/3480/5605/1871",4
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","22/753","106/3051",0.858163912637556,0.999997858892883,0.901752455212179,"4689/4731/1329/4318/5578/948/10105/4712/54539/1536/292/6667/2597/653361/55967/7416/5580/9377/1432/7048/6513/7388",22
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","3/753","18/3051",0.858800534080432,0.999997858892883,0.901752455212179,"637/8678/7132",3
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","6/753","33/3051",0.860180590136406,0.999997858892883,0.901752455212179,"948/51703/2180/7132/10645/6513",6
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","7/753","38/3051",0.863930075922458,0.999997858892883,0.901752455212179,"637/7155/356/2948/2944/2947/2946",7
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","8/753","43/3051",0.868193578136906,0.999997858892883,0.901752455212179,"6117/2966/728340/57654/404672/5439/6118/5984",8
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","8/753","43/3051",0.868193578136906,0.999997858892883,0.901752455212179,"3613/3635/8760/5578/1606/8395/3707/3631",8
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","8/753","43/3051",0.868193578136906,0.999997858892883,0.901752455212179,"2034/201163/7039/5058/54583/2889/5605/6513",8
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","2/753","13/3051",0.868488792647221,0.999997858892883,0.901752455212179,"6117/6118",2
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","2/753","13/3051",0.868488792647221,0.999997858892883,0.901752455212179,"9586/8851",2
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","5/753","29/3051",0.878217419797188,0.999997858892883,0.901752455212179,"2788/5578/5534/54331/2791",5
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","5/753","29/3051",0.878217419797188,0.999997858892883,0.901752455212179,"51176/5605/6932/4609/1499",5
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","16/753","81/3051",0.881536739844917,0.999997858892883,0.901752455212179,"10928/7074/22800/2788/5578/80310/7039/1436/5058/2323/5863/54331/3480/5605/2791/356",16
"hsa04136","Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","3/753","19/3051",0.883472470702815,0.999997858892883,0.901752455212179,"8678/55062/5516",3
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","2/753","14/3051",0.894879074283413,0.999997858892883,0.901752455212179,"4860/683",2
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","25/753","123/3051",0.896384643908056,0.999997858892883,0.901752455212179,"637/2788/5578/200315/100913187/5058/5534/3985/3133/3135/3661/6890/6891/3107/54331/684/85363/5605/7132/2791/7097/1432/915/356/919",25
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","5/753","30/3051",0.896396995127785,0.999997858892883,0.901752455212179,"5578/5534/5605/1432/7867",5
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","19/753","96/3051",0.896499907755827,0.999997858892883,0.901752455212179,"4318/637/9586/57506/3665/5578/4089/3661/5605/6773/7097/64135/1871/1432/6772/4609/7048/6775/356",19
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","4/753","25/3051",0.89857085002519,0.999997858892883,0.901752455212179,"2788/5578/54331/2791",4
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","8/753","45/3051",0.899283013010157,0.999997858892883,0.901752455212179,"7039/4089/51176/5605/6932/4609/7048/1499",8
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","30/753","146/3051",0.90259641996711,0.999997858892883,0.901752455212179,"4689/4731/81027/1329/9586/6352/10105/3553/5690/4712/5534/5701/10376/54539/3304/1536/292/7280/653361/55967/3310/7416/5715/5580/7846/9377/1432/4684/5682/7388",30
"hsa04137","Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","13/753","69/3051",0.902699735592784,0.999997858892883,0.901752455212179,"25813/8678/22800/267/51622/6667/11331/7311/9927/51024/10370/55288/10241",13
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","3/753","20/3051",0.904226114736519,0.999997858892883,0.901752455212179,"23480/60559/10952",3
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","3/753","20/3051",0.904226114736519,0.999997858892883,0.901752455212179,"5534/3759/5732",3
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","10/753","55/3051",0.904392751961252,0.999997858892883,0.901752455212179,"8678/22800/2788/4089/54331/59/5605/4635/2791/10365",10
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","10/753","55/3051",0.904392751961252,0.999997858892883,0.901752455212179,"4318/9586/25984/7039/3304/6667/3310/5605/8648/5580",10
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","10/753","55/3051",0.904392751961252,0.999997858892883,0.901752455212179,"71/29904/5578/57118/5534/3759/1938/5605/10645/4660",10
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","11/753","60/3051",0.90728956226137,0.999997858892883,0.901752455212179,"5578/10154/5058/5534/3985/5998/1808/3688/5727/3983/2043",11
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","7/753","41/3051",0.911313235406385,0.999997858892883,0.901752455212179,"4318/3553/23765/6374/1432/6280/6279",7
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","7/753","41/3051",0.911313235406385,0.999997858892883,0.901752455212179,"3635/5578/4067/2207/5605/6850/1432",7
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","23/753","116/3051",0.913403602005064,0.999997858892883,0.901752455212179,"4731/1329/847/10105/4712/54539/292/653361/25865/55967/5605/7416/8644/5580/5795/9377/1432/52/2948/2944/2947/2946/7388",23
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","4/753","26/3051",0.915252672938347,0.999997858892883,0.901752455212179,"2237/5984/5423/7374",4
"hsa00600","Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","3/753","21/3051",0.921579779475286,0.999997858892883,0.901752455212179,"5660/55331/2717",3
"hsa04081",NA,NA,"hsa04081","Hormone signaling","7/753","42/3051",0.923589425086001,0.999997858892883,0.901752455212179,"2788/4089/51738/54331/3480/2768/2791",7
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","6/753","37/3051",0.924073566810666,0.999997858892883,0.901752455212179,"5578/80310/7039/3480/5605/9470",6
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","9/753","52/3051",0.924911527239425,0.999997858892883,0.901752455212179,"9586/5836/79660/948/57761/6197/7132/5580/6513",9
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","5/753","32/3051",0.925812291134585,0.999997858892883,0.901752455212179,"5578/51176/5605/6932/1499",5
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","10/753","57/3051",0.926272089937014,0.999997858892883,0.901752455212179,"71/5742/4067/2207/2811/3688/6916/6850/1432/2212",10
"hsa03010","Genetic Information Processing","Translation","hsa03010","Ribosome","20/753","104/3051",0.926416588851902,0.999997858892883,0.901752455212179,"6130/6227/6187/6150/6206/6188/6133/29074/6209/6161/6169/6231/7311/6156/6157/6224/6124/6210/6137/6181",20
"hsa03022","Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","4/753","27/3051",0.929441153753424,0.999997858892883,0.901752455212179,"2966/728340/2969/404672",4
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","12/753","67/3051",0.929744842086628,0.999997858892883,0.901752455212179,"7074/9586/22800/5058/51738/5732/5605/5727/51/2867/481/493",12
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","13/753","72/3051",0.931702618278177,0.999997858892883,0.901752455212179,"4318/9252/9586/6352/3553/79651/3659/6374/8809/64127/7132/602/1432",13
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","6/753","38/3051",0.935350471352205,0.999997858892883,0.901752455212179,"5578/7039/57118/3480/5605/1871",6
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","10/753","58/3051",0.935502835080054,0.999997858892883,0.901752455212179,"9586/10105/5534/292/2969/5605/7416/2768/481/493",10
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","3/753","22/3051",0.936012530347131,0.999997858892883,0.901752455212179,"5578/5605/84634",3
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","12/753","69/3051",0.945484138932848,0.999997858892883,0.901752455212179,"847/4089/8743/1032/3480/5605/7874/6446/1432/10365/7048/356",12
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","2/753","17/3051",0.947369829864645,0.999997858892883,0.901752455212179,"5727/1453",2
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","14/753","79/3051",0.947935028754006,0.999997858892883,0.901752455212179,"8678/5578/55062/10105/5690/5701/7494/292/6667/6095/7416/5715/5682/9698",14
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","3/753","23/3051",0.947957549548395,0.999997858892883,0.901752455212179,"1892/4329/217",3
